,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary
6034,0.76,0.58,4,188.0,3.0,0,0,0,2,1
6035,0.83,0.8,4,149.0,3.0,0,0,0,10,1
6036,0.97,0.47,3,157.0,4.0,0,0,0,7,1
6037,0.67,1.0,3,201.0,4.0,0,0,0,7,2
6038,0.53,0.62,3,185.0,3.0,0,0,0,7,2
6039,0.34,0.71,2,160.0,3.0,1,0,0,1,2
6040,0.58,0.48,5,251.0,3.0,0,0,0,1,2
6041,0.96,0.68,5,145.0,3.0,1,0,0,1,2
6042,0.72,0.76,3,269.0,3.0,1,0,0,1,2
6043,0.58,0.62,3,213.0,2.0,0,0,0,1,2
6044,0.39,0.67,6,276.0,6.0,0,0,0,1,2
6045,0.24,0.57,5,232.0,3.0,0,0,0,1,2
6046,0.64,0.73,4,184.0,3.0,0,0,0,1,2
6047,0.98,0.55,3,260.0,3.0,0,0,0,1,2
6048,0.64,0.99,3,214.0,2.0,0,0,0,1,2
6049,0.56,0.41,2,194.0,2.0,0,0,0,1,2
6050,0.53,0.74,5,181.0,2.0,0,0,0,1,2
6051,0.62,0.57,4,215.0,3.0,0,0,0,1,2
6052,0.85,0.69,3,194.0,4.0,0,0,0,1,2
6053,0.76,0.85,4,190.0,3.0,0,0,0,1,2
6054,0.69,0.5,3,260.0,4.0,0,0,0,1,2
6055,0.35,0.67,2,171.0,3.0,0,0,0,1,2
6056,0.54,0.47,2,193.0,4.0,0,0,0,1,2
6057,0.63,0.49,3,252.0,3.0,0,0,0,1,2
6058,0.58,0.58,5,171.0,2.0,0,0,0,8,2
6059,0.7,0.93,3,185.0,4.0,0,0,0,8,2
6060,0.48,0.51,4,152.0,4.0,0,0,0,8,3
6061,0.59,0.92,4,183.0,2.0,0,0,0,9,1
6062,0.96,0.8,4,0.0,2.0,0,0,0,9,2
6063,0.99,0.77,3,190.0,4.0,0,0,0,9,2
6064,0.73,0.59,4,214.0,5.0,0,0,0,9,2
6065,0.7,0.73,2,139.0,2.0,0,0,0,2,2
6066,0.85,0.88,5,236.0,4.0,0,0,0,2,2
6067,0.66,0.61,3,156.0,3.0,1,0,0,2,2
6068,0.94,0.97,2,221.0,2.0,0,0,0,2,2
6069,0.54,0.64,6,278.0,2.0,0,0,0,2,2
6070,0.78,0.47,4,129.0,2.0,0,0,0,2,2
6071,0.64,0.85,3,213.0,4.0,0,0,0,2,2
6072,0.68,0.56,3,146.0,3.0,0,0,0,2,1
6073,0.92,0.84,4,0.0,3.0,0,0,0,2,1
6074,0.72,0.73,3,198.0,2.0,0,0,0,2,1
6075,0.78,0.74,6,251.0,4.0,0,0,0,2,1
6076,0.35,0.54,2,124.0,3.0,0,0,0,3,1
6077,0.97,0.77,5,223.0,2.0,0,0,0,3,1
6078,0.57,0.65,3,163.0,2.0,0,0,0,3,1
6079,0.9,0.66,4,242.0,3.0,0,0,0,3,3
6080,0.31,0.61,4,97.0,2.0,0,0,0,3,1
6081,0.17,0.5,4,267.0,6.0,0,0,0,3,3
6082,0.8,0.4,5,0.0,4.0,1,0,0,3,3
6083,0.19,0.76,3,107.0,5.0,0,0,0,3,1
6084,0.57,0.65,5,144.0,3.0,1,0,0,3,1
6085,0.22,0.96,3,213.0,3.0,0,0,0,3,3
6086,0.15,0.9,5,284.0,4.0,0,0,0,3,1
6087,0.62,0.67,5,259.0,3.0,0,0,0,2,2
6088,0.61,0.41,3,103.0,2.0,0,0,0,2,3
6089,0.87,0.81,5,0.0,3.0,0,0,0,2,2
6090,0.54,0.75,4,0.0,2.0,0,0,0,10,2
6091,0.71,0.54,3,201.0,2.0,0,0,0,4,2
6092,0.66,0.67,3,123.0,4.0,0,0,0,4,2
6093,0.7,0.68,4,143.0,5.0,0,0,0,4,3
6094,0.53,0.5,5,159.0,2.0,0,0,0,4,2
6095,0.92,0.54,5,203.0,3.0,0,0,0,4,2
6096,0.93,0.73,4,168.0,2.0,0,0,0,5,2
6097,0.62,0.7,5,180.0,4.0,0,0,0,5,3
6098,0.65,0.53,5,142.0,3.0,0,0,0,5,2
6099,0.87,0.98,4,266.0,2.0,1,0,0,5,3
6100,0.97,0.89,5,265.0,2.0,0,0,0,4,1
6101,0.76,0.77,5,257.0,3.0,0,0,0,6,2
6102,0.96,0.55,4,234.0,4.0,0,0,0,6,2
6103,1.0,0.8,3,223.0,3.0,0,0,0,6,2
6104,0.99,0.85,5,261.0,4.0,0,0,0,6,2
6105,0.67,0.84,4,197.0,2.0,0,0,0,6,1
6106,0.61,0.52,4,171.0,2.0,0,0,0,7,1
6107,0.62,0.92,3,228.0,2.0,0,0,0,1,1
6108,0.62,0.79,3,141.0,3.0,0,0,0,8,1
6109,0.97,0.76,3,147.0,0.0,1,0,0,3,1
6110,0.86,0.56,5,237.0,3.0,0,0,0,2,1
6111,0.15,0.44,3,199.0,2.0,0,0,0,10,1
6112,0.14,0.95,4,144.0,5.0,0,0,0,7,1
6113,0.7,0.98,4,146.0,3.0,0,0,0,7,1
6114,0.95,0.7,4,139.0,3.0,0,0,0,7,1
6115,0.63,0.86,4,169.0,2.0,0,0,0,1,3
6116,0.45,0.75,4,169.0,2.0,0,0,0,1,1
6117,0.9,0.6,3,268.0,3.0,0,0,0,1,1
6118,0.15,0.87,4,194.0,0.0,0,0,0,1,1
6119,0.75,0.86,3,249.0,3.0,0,0,0,1,1
6120,0.14,0.52,4,122.0,2.0,0,0,0,1,3
6121,0.5,0.94,5,176.0,4.0,0,0,0,1,1
6122,0.45,0.45,4,168.0,2.0,0,0,0,1,1
6123,0.86,0.92,3,260.0,2.0,0,0,0,1,1
6124,0.52,0.62,3,179.0,3.0,0,0,0,1,3
6125,0.79,0.48,5,200.0,3.0,0,0,0,1,1
6126,0.47,0.56,4,165.0,3.0,0,0,0,1,2
6127,0.76,0.64,4,144.0,2.0,0,0,0,1,3
6128,0.52,0.72,4,186.0,2.0,0,0,0,1,2
6129,0.84,0.54,4,156.0,4.0,0,0,0,1,3
6130,0.5,0.7,4,162.0,2.0,0,0,0,1,2
6131,0.52,0.63,3,269.0,2.0,0,0,0,1,2
6132,0.76,0.37,3,127.0,4.0,0,0,0,1,2
6133,0.59,0.58,2,267.0,3.0,0,0,0,1,2
6134,0.65,0.79,4,196.0,2.0,0,0,0,8,2
6135,0.68,0.83,3,144.0,2.0,0,0,0,8,2
6136,0.52,0.72,2,247.0,4.0,0,0,0,8,2
6137,0.92,0.5,5,258.0,3.0,0,0,0,9,2
6138,0.53,0.84,4,219.0,2.0,0,0,0,9,3
6139,0.5,0.95,2,208.0,2.0,0,0,0,9,1
6140,0.98,0.77,4,184.0,3.0,0,0,0,9,2
6141,0.85,0.6,5,178.0,2.0,0,0,0,2,2
6142,0.49,0.83,4,194.0,3.0,0,0,0,2,2
6143,0.52,0.73,4,245.0,4.0,0,0,0,2,2
6144,0.96,0.77,3,193.0,3.0,0,0,0,2,2
6145,0.86,0.85,3,254.0,3.0,0,0,0,2,2
6146,0.35,0.59,3,281.0,2.0,0,0,0,2,2
6147,0.99,0.97,5,229.0,2.0,0,0,0,2,2
6148,0.52,0.92,4,112.0,2.0,0,0,0,2,2
6149,0.75,0.91,4,243.0,3.0,0,0,0,2,3
6150,0.67,0.66,3,151.0,3.0,0,0,0,2,1
6151,0.49,0.37,4,216.0,4.0,0,0,0,2,1
6152,0.51,0.62,3,110.0,3.0,0,0,0,3,1
6153,0.65,0.6,3,142.0,2.0,0,0,0,3,3
6154,0.73,0.8,4,251.0,2.0,1,0,0,3,1
6155,0.46,0.75,6,276.0,6.0,0,0,0,3,1
6156,0.94,0.82,4,159.0,2.0,1,0,0,3,1
6157,0.53,0.69,4,257.0,4.0,0,0,0,3,3
6158,0.6,0.79,5,154.0,2.0,0,0,0,3,1
6159,0.63,0.97,5,146.0,3.0,0,0,0,3,1
6160,0.75,0.77,4,204.0,2.0,0,0,0,3,1
6161,0.69,0.53,4,156.0,3.0,0,0,0,3,1
6162,0.81,0.5,4,170.0,4.0,0,0,0,3,1
6163,0.74,0.84,3,239.0,3.0,0,0,0,2,1
6164,0.72,0.55,4,145.0,3.0,0,0,0,2,1
6165,0.27,0.39,4,193.0,4.0,0,0,0,2,2
6166,0.86,0.74,2,178.0,3.0,0,0,0,10,2
6167,0.5,0.59,3,260.0,3.0,0,0,0,4,2
6168,0.82,0.5,3,198.0,4.0,0,0,0,4,2
6169,0.73,0.51,4,249.0,5.0,0,0,0,4,2
6170,0.7,0.72,4,202.0,3.0,0,0,0,4,2
6171,0.9,0.72,4,143.0,3.0,0,0,0,4,2
6172,0.72,0.95,2,178.0,4.0,1,0,0,5,2
6173,0.63,0.85,3,0.0,4.0,1,0,0,5,2
6174,0.84,0.99,4,0.0,3.0,0,0,0,5,2
6175,0.98,0.92,5,0.0,3.0,1,0,0,5,2
6176,0.41,0.48,6,0.0,4.0,0,0,0,4,2
6177,0.72,0.58,4,255.0,2.0,0,0,0,6,3
6178,0.87,0.89,3,140.0,2.0,1,0,0,6,1
6179,0.63,0.71,5,141.0,2.0,0,0,0,6,2
6180,0.6,0.96,4,99.0,6.0,0,0,0,6,2
6181,0.58,0.79,5,197.0,3.0,0,0,0,6,2
6182,0.64,0.52,3,240.0,3.0,0,0,0,7,2
6183,0.74,0.62,3,216.0,3.0,1,0,0,1,1
6184,0.93,0.7,5,206.0,4.0,0,0,0,8,1
6185,0.74,0.75,4,257.0,3.0,0,0,0,3,1
6186,0.98,0.6,4,160.0,3.0,0,0,0,2,1
6187,0.87,0.82,5,138.0,3.0,1,0,0,10,1
6188,0.76,0.99,3,216.0,3.0,0,0,0,7,1
6189,0.15,0.91,6,281.0,3.0,0,0,0,7,1
6190,0.18,0.57,6,238.0,6.0,1,0,0,7,1
6191,1.0,0.67,3,199.0,4.0,0,0,0,1,1
6192,0.98,0.63,3,135.0,3.0,0,0,0,1,1
6193,0.73,0.97,3,165.0,2.0,0,0,0,1,1
6194,0.67,0.72,3,180.0,3.0,0,0,0,1,1
6195,0.9,0.74,3,227.0,3.0,0,0,0,1,1
6196,0.54,0.53,3,251.0,2.0,0,0,0,1,1
6197,0.15,0.39,5,229.0,4.0,0,0,0,1,1
6198,0.58,0.54,4,199.0,2.0,0,0,0,1,1
6199,0.81,0.51,4,271.0,2.0,0,0,0,1,1
6200,0.17,0.51,5,221.0,3.0,0,0,0,1,1
6201,0.68,0.73,4,251.0,3.0,0,0,0,1,1
6202,0.68,0.49,4,153.0,4.0,0,0,0,1,1
6203,0.7,0.93,4,241.0,3.0,0,0,0,1,1
6204,0.49,0.68,4,201.0,4.0,0,0,0,1,2
6205,0.55,0.96,4,267.0,3.0,0,0,0,1,2
6206,0.48,0.84,3,146.0,2.0,1,0,0,1,2
6207,0.63,0.98,4,210.0,3.0,0,0,0,1,2
6208,0.83,0.69,4,233.0,2.0,0,0,0,1,2
6209,0.48,0.87,3,221.0,2.0,0,0,0,1,2
6210,0.98,0.96,5,183.0,3.0,1,0,0,8,2
6211,0.57,0.72,4,221.0,3.0,0,0,0,8,2
6212,0.72,0.66,3,167.0,3.0,0,0,0,8,2
6213,0.9,0.8,4,240.0,3.0,0,0,0,9,2
6214,0.64,0.59,3,200.0,2.0,1,0,0,9,2
6215,0.55,0.98,2,144.0,2.0,0,0,0,9,2
6216,0.56,0.59,5,209.0,2.0,1,0,0,9,3
6217,0.8,0.55,3,206.0,2.0,0,0,0,2,1
6218,0.65,0.76,3,111.0,5.0,0,0,0,2,2
6219,0.75,0.78,3,241.0,3.0,0,0,0,2,2
6220,0.69,0.79,3,207.0,3.0,0,0,0,2,2
6221,0.91,0.76,3,197.0,3.0,0,0,0,2,2
6222,0.78,0.63,5,200.0,2.0,0,0,0,2,1
6223,0.71,0.68,4,242.0,4.0,0,0,0,2,1
6224,0.79,0.96,4,180.0,3.0,0,0,0,2,1
6225,0.86,0.72,4,173.0,3.0,0,0,0,2,1
6226,0.87,0.82,3,224.0,3.0,0,0,0,2,1
6227,0.76,0.99,2,183.0,2.0,0,0,0,2,1
6228,0.76,0.8,4,226.0,5.0,0,0,0,3,1
6229,0.74,0.66,3,257.0,3.0,0,0,0,3,1
6230,0.56,0.81,3,165.0,4.0,0,0,0,3,1
6231,0.54,0.91,3,142.0,2.0,0,0,0,3,1
6232,0.84,0.79,4,258.0,4.0,0,0,0,3,1
6233,0.55,0.69,5,193.0,2.0,0,0,0,3,1
6234,0.69,0.51,3,176.0,2.0,0,0,0,3,1
6235,0.79,0.88,4,188.0,3.0,0,0,0,3,1
6236,0.21,0.38,3,275.0,5.0,0,0,0,3,1
6237,0.57,0.58,3,132.0,3.0,0,0,0,3,1
6238,0.89,0.95,3,246.0,4.0,0,0,0,3,1
6239,0.72,0.98,3,181.0,4.0,0,0,0,2,1
6240,0.56,0.58,5,266.0,3.0,0,0,0,2,1
6241,0.84,0.68,4,151.0,2.0,0,0,0,2,1
6242,0.94,0.76,3,257.0,4.0,1,0,0,10,1
6243,0.29,0.88,6,183.0,4.0,0,0,0,4,2
6244,0.54,0.93,3,124.0,5.0,0,0,0,4,2
6245,0.93,0.73,4,153.0,2.0,1,0,0,4,2
6246,0.8,0.68,4,199.0,2.0,0,0,0,4,2
6247,1.0,0.73,5,142.0,4.0,0,0,0,4,2
6248,0.89,0.56,4,159.0,3.0,0,0,0,5,2
6249,0.6,0.78,6,211.0,4.0,1,0,0,5,2
6250,0.49,0.94,5,136.0,3.0,0,0,0,5,2
6251,0.65,0.75,4,153.0,2.0,0,0,0,5,2
6252,0.6,0.71,5,263.0,2.0,1,0,0,4,2
6253,0.51,1.0,3,168.0,3.0,1,0,0,6,2
6254,0.74,0.89,4,234.0,3.0,1,0,0,6,2
6255,0.57,0.42,4,154.0,5.0,0,0,0,6,3
6256,0.82,0.84,5,173.0,2.0,0,0,0,6,1
6257,0.19,0.63,5,206.0,6.0,0,0,0,6,2
6258,0.5,0.64,4,208.0,2.0,0,0,0,7,2
6259,0.91,0.68,4,178.0,3.0,1,0,0,1,2
6260,0.19,0.86,4,198.0,6.0,0,0,0,8,2
6261,0.94,0.84,4,220.0,3.0,0,0,0,3,1
6262,0.88,0.67,4,226.0,2.0,0,0,0,2,1
6263,0.9,0.87,4,231.0,5.0,0,0,0,10,1
6264,0.49,0.96,2,206.0,2.0,0,0,0,7,1
6265,0.99,0.55,4,179.0,4.0,0,0,0,7,1
6266,0.72,0.81,4,200.0,2.0,0,0,0,7,1
6267,0.66,0.69,5,202.0,6.0,0,0,0,1,1
6268,0.96,0.51,4,237.0,3.0,0,0,0,1,1
6269,0.49,0.69,4,270.0,3.0,0,0,0,1,1
6270,0.73,0.49,3,168.0,2.0,1,0,0,1,1
6271,0.48,0.98,5,132.0,4.0,0,0,0,1,1
6272,0.57,0.78,3,162.0,2.0,0,0,0,1,1
6273,0.63,0.82,3,269.0,3.0,0,0,0,1,1
6274,0.46,0.87,5,254.0,5.0,1,0,0,1,1
6275,0.64,0.5,3,261.0,2.0,0,0,0,1,1
6276,0.56,0.73,4,148.0,3.0,0,0,0,1,1
6277,0.97,0.75,5,228.0,4.0,0,0,0,1,1
6278,0.69,0.68,3,138.0,3.0,0,0,0,1,1
6279,0.23,0.97,4,200.0,3.0,0,0,0,1,1
6280,0.77,0.48,4,258.0,4.0,1,0,0,1,1
6281,0.76,0.57,4,266.0,3.0,0,0,0,1,1
6282,0.98,0.66,3,204.0,2.0,0,0,0,1,2
6283,0.92,0.77,3,236.0,3.0,0,0,0,1,2
6284,0.63,0.67,4,149.0,3.0,1,0,0,1,2
6285,0.91,0.69,5,240.0,3.0,0,0,0,1,2
6286,0.4,0.67,3,115.0,3.0,0,0,0,8,2
6287,0.82,0.62,4,267.0,3.0,1,0,0,8,2
6288,0.81,0.88,4,149.0,3.0,0,0,0,8,2
6289,0.61,0.69,3,224.0,3.0,0,0,0,9,2
6290,0.3,0.57,2,158.0,2.0,0,0,0,9,2
6291,0.59,0.72,2,107.0,3.0,0,0,0,9,2
6292,0.2,0.56,3,217.0,5.0,0,0,0,9,2
6293,0.75,0.56,2,212.0,2.0,0,0,0,2,2
6294,0.59,0.79,3,270.0,3.0,0,0,0,2,3
6295,0.63,0.53,4,243.0,2.0,0,0,0,2,1
6296,0.77,0.68,5,162.0,4.0,1,0,0,2,2
6297,0.82,0.6,5,232.0,2.0,0,0,0,2,2
6298,0.6,0.85,5,187.0,4.0,0,0,0,2,2
6299,0.83,0.72,3,259.0,2.0,0,0,0,2,2
6300,0.67,0.6,4,209.0,2.0,0,0,0,2,1
6301,0.84,0.56,5,97.0,6.0,0,0,0,2,1
6302,0.68,0.79,5,139.0,4.0,0,0,0,2,1
6303,0.74,0.92,4,258.0,3.0,1,0,0,2,1
6304,0.63,0.64,3,208.0,2.0,1,0,0,3,1
6305,0.88,0.9,2,233.0,3.0,0,0,0,3,1
6306,1.0,0.81,3,168.0,4.0,0,0,0,3,1
6307,0.7,0.87,4,252.0,2.0,1,0,0,3,1
6308,0.5,0.71,5,171.0,4.0,0,0,0,3,1
6309,0.94,0.66,5,219.0,3.0,0,0,0,3,1
6310,0.67,0.54,3,213.0,4.0,0,0,0,3,1
6311,0.8,0.88,5,199.0,4.0,0,0,0,3,1
6312,0.7,0.88,4,245.0,2.0,0,0,0,3,1
6313,0.24,0.73,4,273.0,5.0,0,0,0,3,1
6314,0.98,1.0,4,202.0,3.0,0,0,0,3,1
6315,0.76,0.65,4,240.0,3.0,0,0,0,2,1
6316,0.78,0.5,4,155.0,4.0,0,0,0,2,1
6317,0.42,0.91,3,209.0,2.0,0,0,0,2,1
6318,0.83,0.64,4,210.0,3.0,0,0,0,10,2
6319,0.98,0.81,4,266.0,6.0,0,0,0,4,2
6320,0.64,0.81,2,226.0,2.0,0,0,0,4,2
6321,0.67,0.75,4,133.0,2.0,0,0,0,4,2
6322,0.26,0.39,3,99.0,4.0,0,0,0,4,2
6323,0.97,0.64,3,237.0,3.0,0,0,0,4,2
6324,0.48,0.6,4,230.0,3.0,0,0,0,5,2
6325,0.84,0.55,4,149.0,2.0,0,0,0,5,2
6326,0.71,0.74,4,206.0,4.0,0,0,0,5,2
6327,1.0,0.84,3,185.0,3.0,0,0,0,5,2
6328,0.6,0.76,5,269.0,2.0,0,0,0,4,2
6329,0.95,0.37,6,233.0,5.0,0,0,0,6,2
6330,0.56,0.56,3,162.0,2.0,0,0,0,6,3
6331,0.75,0.49,2,173.0,3.0,1,0,0,6,1
6332,0.98,0.53,6,253.0,4.0,0,0,0,6,2
6333,0.7,0.72,5,134.0,3.0,0,0,0,6,2
6334,0.65,0.92,4,133.0,3.0,0,0,0,7,2
6335,0.8,0.81,5,143.0,2.0,0,0,0,1,2
6336,0.49,0.78,3,264.0,4.0,0,0,0,8,1
6337,0.32,0.73,3,180.0,6.0,0,0,0,3,1
6338,0.88,0.54,3,235.0,2.0,1,0,0,2,1
6339,0.8,0.97,4,232.0,2.0,0,0,0,10,1
6340,0.73,0.74,4,181.0,4.0,0,0,0,7,1
6341,0.72,0.58,3,198.0,2.0,0,0,0,7,1
6342,0.58,0.78,5,211.0,3.0,1,0,0,7,1
6343,0.66,0.96,4,216.0,3.0,0,0,0,1,1
6344,0.63,0.79,3,197.0,3.0,1,0,0,1,1
6345,0.69,0.56,2,214.0,2.0,0,0,0,1,1
6346,0.49,0.59,3,185.0,3.0,0,0,0,1,1
6347,0.6,0.45,3,173.0,2.0,0,0,0,1,1
6348,0.5,0.63,4,229.0,4.0,0,0,0,1,1
6349,0.34,0.81,4,116.0,3.0,1,0,0,1,1
6350,0.79,0.6,5,223.0,3.0,0,0,0,1,1
6351,0.98,0.68,4,154.0,3.0,0,0,0,1,1
6352,0.96,0.97,5,240.0,2.0,0,0,0,1,1
6353,0.88,0.89,3,139.0,2.0,0,0,0,1,1
6354,0.6,0.61,2,275.0,2.0,0,0,0,1,1
6355,0.62,0.73,3,158.0,3.0,1,0,0,1,1
6356,0.4,0.72,3,204.0,4.0,1,0,0,1,1
6357,0.16,0.82,5,121.0,2.0,0,0,0,1,2
6358,0.81,0.98,5,243.0,6.0,0,0,0,1,2
6359,0.69,0.69,4,195.0,2.0,0,0,0,1,2
6360,0.66,0.51,5,149.0,3.0,0,0,0,1,2
6361,0.66,0.62,5,214.0,2.0,0,0,0,1,2
6362,0.61,0.53,4,266.0,3.0,0,0,0,8,2
6363,0.99,0.77,5,222.0,2.0,0,0,0,8,2
6364,0.73,0.54,3,283.0,6.0,0,0,0,8,2
6365,0.63,0.72,2,161.0,5.0,0,0,0,9,2
6366,0.6,0.91,3,157.0,4.0,0,0,0,9,2
6367,0.44,0.44,3,126.0,2.0,0,0,0,9,2
6368,0.64,0.95,3,131.0,6.0,0,0,0,9,2
6369,0.91,0.81,4,139.0,2.0,0,0,0,2,3
6370,0.55,0.59,4,230.0,3.0,0,0,0,2,1
6371,0.7,0.73,4,240.0,2.0,1,0,0,2,2
6372,0.37,0.59,3,134.0,3.0,0,0,0,2,2
6373,0.16,0.56,6,196.0,3.0,0,0,0,2,2
6374,0.69,0.97,5,0.0,4.0,0,0,0,2,2
6375,0.96,0.47,2,233.0,5.0,1,0,0,2,1
6376,0.62,0.91,5,267.0,3.0,0,0,0,2,1
6377,0.94,0.45,2,211.0,3.0,0,0,0,2,1
6378,0.67,0.83,3,260.0,3.0,0,0,0,2,1
6379,0.89,0.57,3,113.0,3.0,0,0,0,2,1
6380,0.6,0.63,5,267.0,3.0,0,0,0,3,1
6381,0.89,0.62,5,196.0,3.0,0,0,0,3,1
6382,0.6,0.89,3,232.0,2.0,0,0,0,3,1
6383,0.93,0.95,2,156.0,3.0,1,0,0,3,1
6384,0.38,0.78,4,159.0,5.0,0,0,0,3,1
6385,0.62,0.57,3,223.0,3.0,1,0,0,3,1
6386,0.86,0.86,4,197.0,3.0,1,0,0,3,1
6387,0.61,0.62,2,192.0,2.0,1,0,0,3,1
6388,0.77,0.64,4,192.0,3.0,0,0,0,3,1
6389,0.85,0.73,4,174.0,3.0,0,0,0,3,1
6390,0.94,0.62,4,191.0,3.0,0,0,0,3,1
6391,0.59,0.59,4,270.0,2.0,0,0,0,2,1
6392,0.9,0.92,3,139.0,3.0,0,0,0,2,1
6393,0.86,0.65,4,243.0,2.0,0,0,0,2,1
6394,0.72,0.7,3,238.0,2.0,0,0,0,10,1
6395,0.84,0.52,5,189.0,2.0,1,0,0,4,1
6396,0.64,0.5,4,189.0,3.0,0,0,0,4,2
6397,0.81,0.75,4,206.0,3.0,0,0,0,4,2
6398,0.66,0.7,5,254.0,2.0,0,0,0,4,2
6399,0.75,0.55,3,253.0,6.0,0,0,0,4,2
6400,0.54,0.67,3,243.0,2.0,0,0,0,5,2
6401,0.98,0.76,3,224.0,2.0,0,0,0,5,2
6402,0.8,0.85,4,139.0,2.0,0,0,0,5,2
6403,0.68,0.7,5,270.0,3.0,0,0,0,5,2
6404,0.54,0.57,3,257.0,2.0,0,0,0,4,2
6405,0.88,0.84,4,170.0,2.0,0,0,0,6,2
6406,0.71,0.62,3,222.0,3.0,0,0,0,6,2
6407,0.77,0.58,2,247.0,2.0,1,0,0,6,2
6408,0.6,0.6,4,201.0,3.0,0,0,0,6,3
6409,0.53,0.75,4,263.0,5.0,0,0,0,6,1
6410,0.85,0.5,3,168.0,2.0,1,0,0,7,2
6411,0.59,0.75,4,190.0,2.0,0,0,0,1,2
6412,0.23,0.77,4,140.0,5.0,0,0,0,8,2
6413,0.7,0.6,3,224.0,3.0,0,0,0,3,2
6414,0.92,0.49,5,145.0,3.0,0,0,0,2,1
6415,0.95,0.37,4,285.0,3.0,0,0,0,10,1
6416,0.39,0.43,3,154.0,3.0,0,0,0,7,1
6417,0.85,0.8,4,200.0,2.0,0,0,0,7,1
6418,0.98,0.7,3,255.0,2.0,1,0,0,7,1
6419,0.15,0.48,6,204.0,6.0,1,0,0,1,1
6420,0.68,0.54,3,270.0,4.0,1,0,0,1,1
6421,0.24,0.91,5,177.0,5.0,0,0,0,1,1
6422,0.77,0.59,4,140.0,3.0,0,0,0,1,2
6423,0.36,0.69,3,165.0,3.0,0,0,0,1,2
6424,0.5,0.89,3,187.0,4.0,1,0,0,1,2
6425,0.2,0.98,4,166.0,4.0,1,0,0,1,2
6426,0.86,0.56,5,141.0,2.0,0,0,0,1,2
6427,0.84,0.63,4,135.0,2.0,0,0,0,1,2
6428,0.9,0.98,5,148.0,4.0,0,0,0,1,2
6429,0.4,0.51,3,120.0,6.0,0,0,0,1,2
6430,0.63,0.62,3,141.0,3.0,0,0,0,1,2
6431,0.73,0.95,3,222.0,4.0,0,0,0,1,2
6432,0.25,0.67,2,136.0,6.0,0,0,0,1,2
6433,0.7,0.57,3,180.0,2.0,0,0,0,1,2
6434,0.6,0.97,3,187.0,3.0,1,0,0,1,2
6435,0.99,0.66,3,202.0,3.0,0,0,0,1,2
6436,0.29,0.86,3,251.0,4.0,0,0,0,1,2
6437,0.53,0.63,4,259.0,2.0,0,0,0,1,2
6438,0.83,0.76,3,262.0,2.0,0,0,0,8,2
6439,0.18,0.92,5,251.0,4.0,0,0,0,8,2
6440,0.14,0.74,4,117.0,5.0,0,0,0,8,2
6441,0.5,0.66,4,155.0,2.0,0,0,0,9,2
6442,0.36,0.89,3,197.0,6.0,0,0,0,9,2
6443,0.34,0.56,3,139.0,2.0,0,0,0,9,2
6444,0.51,0.75,4,175.0,2.0,0,0,0,9,2
6445,0.5,0.52,5,137.0,3.0,1,0,0,2,2
6446,0.69,0.93,3,228.0,4.0,0,0,0,2,2
6447,0.52,0.51,2,232.0,4.0,0,0,0,2,3
6448,0.32,0.5,2,143.0,3.0,0,0,0,2,3
6449,0.88,0.99,3,190.0,5.0,0,0,0,2,3
6450,0.6,0.87,3,196.0,3.0,1,0,0,2,3
6451,0.72,0.8,3,213.0,3.0,0,0,0,2,3
6452,0.65,0.9,3,200.0,3.0,0,0,0,2,3
6453,0.82,0.78,5,166.0,2.0,0,0,0,2,3
6454,0.67,0.92,5,258.0,3.0,0,0,0,2,3
6455,0.44,0.87,5,104.0,4.0,0,0,0,2,3
6456,0.52,0.85,5,173.0,2.0,0,0,0,3,3
6457,0.54,0.51,2,176.0,3.0,0,0,0,3,3
6458,0.67,0.76,5,181.0,3.0,0,0,0,3,3
6459,0.16,0.64,6,143.0,5.0,1,0,0,3,1
6460,0.81,0.73,4,186.0,3.0,0,0,0,3,1
6461,0.77,0.85,3,136.0,3.0,0,0,0,3,1
6462,0.84,0.99,4,219.0,2.0,0,0,0,3,1
6463,0.56,0.56,5,229.0,4.0,1,0,0,3,1
6464,0.67,0.97,5,239.0,3.0,0,0,0,3,1
6465,0.65,0.7,4,182.0,2.0,0,0,0,3,1
6466,0.39,0.57,2,132.0,3.0,0,0,0,3,1
6467,0.77,0.75,3,272.0,3.0,0,0,0,2,1
6468,0.41,0.96,5,167.0,3.0,1,0,0,2,1
6469,0.59,0.67,3,180.0,2.0,0,0,0,2,1
6470,0.14,0.72,6,100.0,5.0,0,0,0,10,1
6471,0.6,0.82,4,134.0,2.0,0,0,0,4,1
6472,0.14,0.98,6,221.0,5.0,0,0,0,4,1
6473,0.88,0.8,3,166.0,2.0,0,0,0,4,1
6474,0.6,0.91,4,214.0,2.0,0,0,0,4,2
6475,1.0,0.49,4,227.0,3.0,1,0,0,4,2
6476,0.56,0.98,4,207.0,3.0,0,0,0,5,2
6477,0.72,0.54,3,286.0,6.0,0,0,0,5,2
6478,0.59,0.83,3,240.0,3.0,1,0,0,5,2
6479,0.74,0.75,4,111.0,4.0,1,0,0,5,2
6480,0.52,0.69,4,164.0,2.0,0,0,0,4,2
6481,0.77,0.74,2,187.0,6.0,0,0,0,6,2
6482,0.48,0.81,4,248.0,2.0,0,0,0,6,2
